sa3_name,year,sa3_income_percentile
North Lakes,2013,54
North Lakes,2014,55
North Lakes,2015,54
North Lakes,2016,49
North Sydney - Mosman,2011,100
North Sydney - Mosman,2012,100
North Sydney - Mosman,2013,100
North Sydney - Mosman,2014,100
North Sydney - Mosman,2015,100
North Sydney - Mosman,2016,100
Norwood - Payneham - St Peters,2011,68
Norwood - Payneham - St Peters,2012,68
Norwood - Payneham - St Peters,2013,67
Norwood - Payneham - St Peters,2014,65
Norwood - Payneham - St Peters,2015,67
Norwood - Payneham - St Peters,2016,69
Nundah,2011,58
Nundah,2012,62
Nundah,2013,63
Nundah,2014,63
Nundah,2015,63
Nundah,2016,65
Onkaparinga,2011,24
Onkaparinga,2012,22
Onkaparinga,2013,22
Onkaparinga,2014,22
Onkaparinga,2015,22
Onkaparinga,2016,21
Orange,2011,45
Orange,2012,50
Orange,2013,48
Orange,2014,45
Orange,2015,47
Orange,2016,48
Ormeau - Oxenford,2011,45
Ormeau - Oxenford,2012,46
Ormeau - Oxenford,2013,49
Ormeau - Oxenford,2014,49
Ormeau - Oxenford,2015,49
Ormeau - Oxenford,2016,46
Outback - North,2011,83
Outback - North,2012,85
Outback - North,2013,86
Outback - North,2014,85
Outback - North,2015,86
Outback - North,2016,83
Outback - North and East,2011,66
Outback - North and East,2012,73
Outback - North and East,2013,74
Outback - North and East,2014,73
Outback - North and East,2015,73
Outback - North and East,2016,69
Outback - South,2011,8
Outback - South,2012,12
Outback - South,2013,11
Outback - South,2014,12
Outback - South,2015,8
Outback - South,2016,13
Palmerston,2011,68
Palmerston,2012,73
Palmerston,2013,76
Palmerston,2014,81
Palmerston,2015,86
Palmerston,2016,88
Parramatta,2011,51
Parramatta,2012,50
Parramatta,2013,50
Parramatta,2014,50
Parramatta,2015,51
Parramatta,2016,52
Pennant Hills - Epping,2011,94
Pennant Hills - Epping,2012,92
Pennant Hills - Epping,2013,92
Pennant Hills - Epping,2014,91
Pennant Hills - Epping,2015,91
Pennant Hills - Epping,2016,91
Penrith,2011,54
Penrith,2012,52
Penrith,2013,52
Penrith,2014,52
Penrith,2015,52
Penrith,2016,55
Perth City,2011,93
Perth City,2012,94
Perth City,2013,96
Perth City,2014,96
Perth City,2015,96
Perth City,2016,95
Pittwater,2011,91
Pittwater,2012,90
Pittwater,2013,88
Pittwater,2014,88
Pittwater,2015,88
Pittwater,2016,90
Playford,2011,7
Playford,2012,7
Playford,2013,7
Playford,2014,7
Playford,2015,7
Playford,2016,5
Port Adelaide - East,2011,25
Port Adelaide - East,2012,23
Port Adelaide - East,2013,24
Port Adelaide - East,2014,25
Port Adelaide - East,2015,23
Port Adelaide - East,2016,22
Port Adelaide - West,2011,32
Port Adelaide - West,2012,31
Port Adelaide - West,2013,30
Port Adelaide - West,2014,31
Port Adelaide - West,2015,31
Port Adelaide - West,2016,28
Port Douglas - Daintree,2011,1
Port Douglas - Daintree,2012,1
Port Douglas - Daintree,2013,1
Port Douglas - Daintree,2014,1
Port Douglas - Daintree,2015,1
Port Douglas - Daintree,2016,1
Port Macquarie,2011,14
Port Macquarie,2012,14
Port Macquarie,2013,13
Port Macquarie,2014,13
Port Macquarie,2015,15
Port Macquarie,2016,17
Port Phillip,2011,95
Port Phillip,2012,93
Port Phillip,2013,91
Port Phillip,2014,92
Port Phillip,2015,92
Port Phillip,2016,93
Port Stephens,2011,38
Port Stephens,2012,43
Port Stephens,2013,39
Port Stephens,2014,36
Port Stephens,2015,34
Port Stephens,2016,33
Prospect - Walkerville,2011,71
Prospect - Walkerville,2012,70
Prospect - Walkerville,2013,67
Prospect - Walkerville,2014,70
Prospect - Walkerville,2015,71
Prospect - Walkerville,2016,73
Queanbeyan,2011,80
Queanbeyan,2012,76
Queanbeyan,2013,78
Queanbeyan,2014,76
Queanbeyan,2015,74
Queanbeyan,2016,79
Redcliffe,2011,39
Redcliffe,2012,42
Redcliffe,2013,43
Redcliffe,2014,45
Redcliffe,2015,45
Redcliffe,2016,43
Richmond - Windsor,2011,43
Richmond - Windsor,2012,40
Richmond - Windsor,2013,35
Richmond - Windsor,2014,37
Richmond - Windsor,2015,41
Richmond - Windsor,2016,41
Richmond Valley - Coastal,2011,4
Richmond Valley - Coastal,2012,5
Richmond Valley - Coastal,2013,6
Richmond Valley - Coastal,2014,6
Richmond Valley - Coastal,2015,5
Richmond Valley - Coastal,2016,6
Richmond Valley - Hinterland,2011,4
Richmond Valley - Hinterland,2012,4
Richmond Valley - Hinterland,2013,4
Richmond Valley - Hinterland,2014,4
Richmond Valley - Hinterland,2015,3
Richmond Valley - Hinterland,2016,4
Robina,2011,19
Robina,2012,21
Robina,2013,25
Robina,2014,28
Robina,2015,26
Robina,2016,25
Rockhampton,2011,57
Rockhampton,2012,64
Rockhampton,2013,63
Rockhampton,2014,62
Rockhampton,2015,62
Rockhampton,2016,59
Rockingham,2011,78
Rockingham,2012,83
Rockingham,2013,87
Rockingham,2014,86
Rockingham,2015,87
Rockingham,2016,82
Rocklea - Acacia Ridge,2011,44
Rocklea - Acacia Ridge,2012,44
Rocklea - Acacia Ridge,2013,43
Rocklea - Acacia Ridge,2014,41
Rocklea - Acacia Ridge,2015,36
Rocklea - Acacia Ridge,2016,30
Rouse Hill - McGraths Hill,2011,81
Rouse Hill - McGraths Hill,2012,77
Rouse Hill - McGraths Hill,2013,75
Rouse Hill - McGraths Hill,2014,76
Rouse Hill - McGraths Hill,2015,78
Rouse Hill - McGraths Hill,2016,81
Ryde - Hunters Hill,2011,88
Ryde - Hunters Hill,2012,86
Ryde - Hunters Hill,2013,83
Ryde - Hunters Hill,2014,82
Ryde - Hunters Hill,2015,83
Ryde - Hunters Hill,2016,84
Salisbury,2011,14
Salisbury,2012,13
Salisbury,2013,12
Salisbury,2014,12
Salisbury,2015,12
Salisbury,2016,10
Sandgate,2011,52
Sandgate,2012,55
Sandgate,2013,53
Sandgate,2014,55
Sandgate,2015,54
Sandgate,2016,51
Serpentine - Jarrahdale,2011,76
Serpentine - Jarrahdale,2012,81
Serpentine - Jarrahdale,2013,81
Serpentine - Jarrahdale,2014,78
Serpentine - Jarrahdale,2015,79
Serpentine - Jarrahdale,2016,74
Shepparton,2011,6
Shepparton,2012,5
Shepparton,2013,5
Shepparton,2014,6
Shepparton,2015,7
Shepparton,2016,8
Sherwood - Indooroopilly,2011,89
Sherwood - Indooroopilly,2012,90
Sherwood - Indooroopilly,2013,91
Sherwood - Indooroopilly,2014,91
Sherwood - Indooroopilly,2015,90
Sherwood - Indooroopilly,2016,88
Shoalhaven,2011,12
Shoalhaven,2012,10
Shoalhaven,2013,10
Shoalhaven,2014,10
Shoalhaven,2015,11
Shoalhaven,2016,11
Snowy Mountains,2011,8
Snowy Mountains,2012,9
Snowy Mountains,2013,8
Snowy Mountains,2014,9
Snowy Mountains,2015,7
Snowy Mountains,2016,8
Sorell - Dodges Ferry,2011,11
Sorell - Dodges Ferry,2012,9
Sorell - Dodges Ferry,2013,10
Sorell - Dodges Ferry,2014,8
Sorell - Dodges Ferry,2015,9
Sorell - Dodges Ferry,2016,11
South Canberra,2011,97
South Canberra,2012,97
South Canberra,2013,97
South Canberra,2014,97
South Canberra,2015,97
South Canberra,2016,97
South Coast,2011,2
South Coast,2012,2
South Coast,2013,1
South Coast,2014,1
South Coast,2015,1
South Coast,2016,1
South East Coast,2011,1
South East Coast,2012,1
South East Coast,2013,1
South East Coast,2014,1
South East Coast,2015,1
South East Coast,2016,1
South Perth,2011,93
South Perth,2012,94
South Perth,2013,95
South Perth,2014,95
South Perth,2015,95
South Perth,2016,94
Southern Highlands,2011,49
Southern Highlands,2012,48
Southern Highlands,2013,47
Southern Highlands,2014,49
Southern Highlands,2015,48
Southern Highlands,2016,52
Southport,2011,10
Southport,2012,11
Southport,2013,12
Southport,2014,13
Southport,2015,13
Southport,2016,13
Springfield - Redbank,2011,35
Springfield - Redbank,2012,40
Springfield - Redbank,2013,39
Springfield - Redbank,2014,39
Springfield - Redbank,2015,37
Springfield - Redbank,2016,32
Springwood - Kingston,2011,21
Springwood - Kingston,2012,25
Springwood - Kingston,2013,21
Springwood - Kingston,2014,22
Springwood - Kingston,2015,21
Springwood - Kingston,2016,19
St Marys,2011,37
St Marys,2012,34
St Marys,2013,32
St Marys,2014,31
St Marys,2015,32
St Marys,2016,31
Stirling,2011,80
Stirling,2012,82
Stirling,2013,84
Stirling,2014,84
Stirling,2015,82
Stirling,2016,81
Stonnington - East,2011,96
Stonnington - East,2012,96
Stonnington - East,2013,95
Stonnington - East,2014,96
Stonnington - East,2015,96
Stonnington - East,2016,97
Stonnington - West,2011,97
Stonnington - West,2012,95
Stonnington - West,2013,94
Stonnington - West,2014,94
Stonnington - West,2015,94
Stonnington - West,2016,94
Strathfield - Burwood - Ashfield,2011,59
Strathfield - Burwood - Ashfield,2012,56
Strathfield - Burwood - Ashfield,2013,56
Strathfield - Burwood - Ashfield,2014,57
Strathfield - Burwood - Ashfield,2015,58
Strathfield - Burwood - Ashfield,2016,60
Strathpine,2011,31
Strathpine,2012,33
Strathpine,2013,31
Strathpine,2014,29
Strathpine,2015,27
Strathpine,2016,27
Sunbury,2011,51
Sunbury,2012,49
Sunbury,2013,49
Sunbury,2014,48
Sunbury,2015,46
Sunbury,2016,48
Sunnybank,2011,28
Sunnybank,2012,27
Sunnybank,2013,21
Sunnybank,2014,16
Sunnybank,2015,11
Sunnybank,2016,9
Sunshine Coast Hinterland,2011,16
Sunshine Coast Hinterland,2012,19
Sunshine Coast Hinterland,2013,24
Sunshine Coast Hinterland,2014,27
Sunshine Coast Hinterland,2015,27
Sunshine Coast Hinterland,2016,23
Surf Coast - Bellarine Peninsula,2011,43
Surf Coast - Bellarine Peninsula,2012,41
Surf Coast - Bellarine Peninsula,2013,39
Surf Coast - Bellarine Peninsula,2014,40
Surf Coast - Bellarine Peninsula,2015,42
Surf Coast - Bellarine Peninsula,2016,43
Surfers Paradise,2011,28
Surfers Paradise,2012,25
Surfers Paradise,2013,24
Surfers Paradise,2014,25
Surfers Paradise,2015,19
Surfers Paradise,2016,19
Sutherland - Menai - Heathcote,2011,82
Sutherland - Menai - Heathcote,2012,78
Sutherland - Menai - Heathcote,2013,77
Sutherland - Menai - Heathcote,2014,75
Sutherland - Menai - Heathcote,2015,77
Sutherland - Menai - Heathcote,2016,80
Swan,2011,64
Swan,2012,65
Swan,2013,71
Swan,2014,70
Swan,2015,69
Swan,2016,66
Sydney Inner City,2011,83
Sydney Inner City,2012,80
Sydney Inner City,2013,79
Sydney Inner City,2014,83
Sydney Inner City,2015,84
Sydney Inner City,2016,85
Tablelands (East) - Kuranda,2011,8
Tablelands (East) - Kuranda,2012,9
Tablelands (East) - Kuranda,2013,8
Tablelands (East) - Kuranda,2014,9
Tablelands (East) - Kuranda,2015,8
Tablelands (East) - Kuranda,2016,6
Tamworth - Gunnedah,2011,19
Tamworth - Gunnedah,2012,18
Tamworth - Gunnedah,2013,18
Tamworth - Gunnedah,2014,18
Tamworth - Gunnedah,2015,21
Tamworth - Gunnedah,2016,22
Taree - Gloucester,2011,6
Taree - Gloucester,2012,7
Taree - Gloucester,2013,7
Taree - Gloucester,2014,6
Taree - Gloucester,2015,6
Taree - Gloucester,2016,6
Tea Tree Gully,2011,42
Tea Tree Gully,2012,43
Tea Tree Gully,2013,42
Tea Tree Gully,2014,41
Tea Tree Gully,2015,40
Tea Tree Gully,2016,40
The Gap - Enoggera,2011,79
The Gap - Enoggera,2012,80
The Gap - Enoggera,2013,75
The Gap - Enoggera,2014,74
The Gap - Enoggera,2015,78
The Gap - Enoggera,2016,79
The Hills District,2011,77
The Hills District,2012,77
The Hills District,2013,76
The Hills District,2014,74
The Hills District,2015,75
The Hills District,2016,76
Toowoomba,2011,28
Toowoomba,2012,32
Toowoomba,2013,33
Toowoomba,2014,37
Toowoomba,2015,36
Toowoomba,2016,34
Townsville,2011,61
Townsville,2012,59
Townsville,2013,60
Townsville,2014,60
Townsville,2015,57
Townsville,2016,57
Tuggeranong,2011,81
Tuggeranong,2012,78
Tuggeranong,2013,77
Tuggeranong,2014,75
Tuggeranong,2015,73
Tuggeranong,2016,77
Tullamarine - Broadmeadows,2011,21
Tullamarine - Broadmeadows,2012,17
Tullamarine - Broadmeadows,2013,15
Tullamarine - Broadmeadows,2014,14
Tullamarine - Broadmeadows,2015,13
Tullamarine - Broadmeadows,2016,15
Tumut - Tumbarumba,2011,26
Tumut - Tumbarumba,2012,25
Tumut - Tumbarumba,2013,19
Tumut - Tumbarumba,2014,22
Tumut - Tumbarumba,2015,21
Tumut - Tumbarumba,2016,23
Tweed Valley,2011,11
Tweed Valley,2012,11
Tweed Valley,2013,13
Tweed Valley,2014,15
Tweed Valley,2015,14
Tweed Valley,2016,13
Unley,2011,86
Unley,2012,85
Unley,2013,82
Unley,2014,81
Unley,2015,81
Unley,2016,83
Upper Goulburn Valley,2011,11
Upper Goulburn Valley,2012,9
Upper Goulburn Valley,2013,8
Upper Goulburn Valley,2014,8
Upper Goulburn Valley,2015,8
Upper Goulburn Valley,2016,9
Upper Hunter,2011,75
Upper Hunter,2012,79
Upper Hunter,2013,79
Upper Hunter,2014,78
Upper Hunter,2015,76
Upper Hunter,2016,76
Upper Murray exc. Albury,2011,3
Upper Murray exc. Albury,2012,3
Upper Murray exc. Albury,2013,3
Upper Murray exc. Albury,2014,3
Upper Murray exc. Albury,2015,3
Upper Murray exc. Albury,2016,3
Urriarra - Namadgi,2011,67
Urriarra - Namadgi,2012,85
Urriarra - Namadgi,2013,74
Urriarra - Namadgi,2014,80
Urriarra - Namadgi,2015,80
Urriarra - Namadgi,2016,96
Wagga Wagga,2011,22
Wagga Wagga,2012,19
Wagga Wagga,2013,17
Wagga Wagga,2014,18
Wagga Wagga,2015,20
Wagga Wagga,2016,23
Wangaratta - Benalla,2011,6
Wangaratta - Benalla,2012,5
Wangaratta - Benalla,2013,6
Wangaratta - Benalla,2014,6
Wangaratta - Benalla,2015,7
Wangaratta - Benalla,2016,8
Wanneroo,2011,63
Wanneroo,2012,66
Wanneroo,2013,70
Wanneroo,2014,70
Wanneroo,2015,70
Wanneroo,2016,66
Warringah,2011,90
Warringah,2012,89
Warringah,2013,89
Warringah,2014,88
Warringah,2015,91
Warringah,2016,90
Warrnambool,2011,9
Warrnambool,2012,7
Warrnambool,2013,6
Warrnambool,2014,7
Warrnambool,2015,6
Warrnambool,2016,7
Wellington,2011,45
Wellington,2012,45
Wellington,2013,46
Wellington,2014,46
Wellington,2015,47
Wellington,2016,45
West Coast,2011,18
West Coast,2012,18
West Coast,2013,19
West Coast,2014,16
West Coast,2015,12
West Coast,2016,12
West Pilbara,2011,98
West Pilbara,2012,99
West Pilbara,2013,100
West Pilbara,2014,99
West Pilbara,2015,99
West Pilbara,2016,98
West Torrens,2011,36
West Torrens,2012,36
West Torrens,2013,34
West Torrens,2014,35
West Torrens,2015,35
West Torrens,2016,36
Weston Creek,2011,89
Weston Creek,2012,90
Weston Creek,2013,90
Weston Creek,2014,90
Weston Creek,2015,88
Weston Creek,2016,91
Wheat Belt - North,2011,34
Wheat Belt - North,2012,44
Wheat Belt - North,2013,48
Wheat Belt - North,2014,50
Wheat Belt - North,2015,48
Wheat Belt - North,2016,48
Wheat Belt - South,2011,11
Wheat Belt - South,2012,18
Wheat Belt - South,2013,17
Wheat Belt - South,2014,20
Wheat Belt - South,2015,23
Wheat Belt - South,2016,21
Whitehorse - East,2011,64
Whitehorse - East,2012,58
Whitehorse - East,2013,56
Whitehorse - East,2014,56
Whitehorse - East,2015,58
Whitehorse - East,2016,62
Whitehorse - West,2011,71
Whitehorse - West,2012,67
Whitehorse - West,2013,66
Whitehorse - West,2014,66
Whitehorse - West,2015,65
Whitehorse - West,2016,67
Whitsunday,2011,18
Whitsunday,2012,44
Whitsunday,2013,44
Whitsunday,2014,39
Whitsunday,2015,32
Whitsunday,2016,23
Whittlesea - Wallan,2011,30
Whittlesea - Wallan,2012,28
Whittlesea - Wallan,2013,26
Whittlesea - Wallan,2014,23
Whittlesea - Wallan,2015,24
Whittlesea - Wallan,2016,26
Woden Valley,2011,94
Woden Valley,2012,92
Woden Valley,2013,92
Woden Valley,2014,92
Woden Valley,2015,91
Woden Valley,2016,94
Wodonga - Alpine,2011,16
Wodonga - Alpine,2012,12
Wodonga - Alpine,2013,11
Wodonga - Alpine,2014,11
Wodonga - Alpine,2015,13
Wodonga - Alpine,2016,14
Wollondilly,2011,60
Wollondilly,2012,61
Wollondilly,2013,59
Wollondilly,2014,59
Wollondilly,2015,60
Wollondilly,2016,61
Wollongong,2011,68
Wollongong,2012,67
Wollongong,2013,65
Wollongong,2014,66
Wollongong,2015,66
Wollongong,2016,67
Wyndham,2011,47
Wyndham,2012,45
Wyndham,2013,44
Wyndham,2014,43
Wyndham,2015,43
Wyndham,2016,42
Wynnum - Manly,2011,73
Wynnum - Manly,2012,72
Wynnum - Manly,2013,72
Wynnum - Manly,2014,73
Wynnum - Manly,2015,74
Wynnum - Manly,2016,75
Wyong,2011,27
Wyong,2012,26
Wyong,2013,27
Wyong,2014,26
Wyong,2015,27
Wyong,2016,27
Yarra,2011,87
Yarra,2012,88
Yarra,2013,85
Yarra,2014,85
Yarra,2015,85
Yarra,2016,86
Yarra Ranges,2011,33
Yarra Ranges,2012,30
Yarra Ranges,2013,29
Yarra Ranges,2014,28
Yarra Ranges,2015,31
Yarra Ranges,2016,35
Yorke Peninsula,2011,1
Yorke Peninsula,2012,1
Yorke Peninsula,2013,2
Yorke Peninsula,2014,2
Yorke Peninsula,2015,2
Yorke Peninsula,2016,2
Young - Yass,2011,36
Young - Yass,2012,38
Young - Yass,2013,36
Young - Yass,2014,40
Young - Yass,2015,37
Young - Yass,2016,45
